               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 160,            0.025934,            0.039587,           0.0034392,             0.97795,             0.88318,             0.86848,             0.66222,            0.019084,            0.022388,           0.0025128,           0.0060647,           0.0060647,           0.0060647
                 161,            0.026276,            0.039683,           0.0033221,              0.9782,             0.88309,             0.86909,             0.69141,            0.017532,            0.021759,           0.0024599,             0.00604,             0.00604,             0.00604
                 162,            0.026071,            0.039128,           0.0032513,             0.97786,             0.88311,             0.86949,             0.63491,            0.020976,            0.023355,           0.0024694,           0.0060152,           0.0060152,           0.0060152
                 163,            0.026811,            0.039884,           0.0034731,             0.97808,             0.88384,             0.86852,             0.66823,            0.018975,             0.02253,           0.0024778,           0.0059905,           0.0059905,           0.0059905
                 164,            0.026205,            0.039149,           0.0036508,             0.97794,             0.88335,             0.86757,             0.67259,            0.018868,            0.022514,           0.0024696,           0.0059658,           0.0059658,           0.0059658
                 165,             0.02649,            0.039904,           0.0034656,             0.97808,              0.8833,             0.86966,             0.66492,            0.019141,            0.022574,           0.0024272,            0.005941,            0.005941,            0.005941
                 166,            0.026367,            0.040147,           0.0032775,             0.97801,             0.88341,              0.8698,             0.66995,            0.019043,            0.022461,           0.0023963,           0.0059163,           0.0059163,           0.0059163
                 167,            0.026781,            0.040572,           0.0034335,             0.97769,             0.88355,             0.86888,              0.6854,            0.017843,            0.021991,            0.002504,           0.0058915,           0.0058915,           0.0058915
                 168,            0.025537,            0.039776,           0.0033324,             0.97815,             0.88384,             0.86832,             0.68198,            0.017933,            0.021975,           0.0024711,           0.0058668,           0.0058668,           0.0058668
                 169,            0.026399,            0.038937,           0.0032593,             0.97796,              0.8834,             0.86792,             0.63712,            0.020579,            0.023047,           0.0024432,            0.005842,            0.005842,            0.005842
                 170,            0.026147,            0.040229,           0.0034525,             0.97794,             0.88319,              0.8676,             0.69183,            0.017505,            0.021672,           0.0024061,           0.0058173,           0.0058173,           0.0058173
                 171,            0.025925,            0.038455,           0.0031964,             0.97779,             0.88349,             0.86807,             0.67616,            0.018158,            0.022024,           0.0024303,           0.0057925,           0.0057925,           0.0057925
                 172,            0.026209,            0.040131,           0.0034034,             0.97818,             0.88307,             0.86911,              0.6381,            0.020827,            0.023309,           0.0024144,           0.0057678,           0.0057678,           0.0057678
                 173,            0.026084,            0.040982,           0.0031503,             0.97821,             0.88384,             0.86937,             0.66895,             0.01888,            0.022378,           0.0024119,            0.005743,            0.005743,            0.005743
                 174,            0.026108,            0.039289,           0.0033022,             0.97827,             0.88366,             0.86766,             0.68375,            0.018042,            0.022117,           0.0025076,           0.0057183,           0.0057183,           0.0057183
                 175,            0.025508,            0.040319,           0.0033494,             0.97799,             0.88332,             0.86847,             0.69281,            0.017438,            0.021566,           0.0024658,           0.0056935,           0.0056935,           0.0056935
                 176,            0.026001,            0.039777,            0.003444,             0.97788,             0.88353,             0.86847,             0.67055,            0.018698,            0.022272,           0.0024873,           0.0056688,           0.0056688,           0.0056688
                 177,            0.025521,            0.038333,           0.0032058,             0.97812,             0.88362,             0.86979,             0.69469,            0.017356,            0.021818,           0.0024338,            0.005644,            0.005644,            0.005644
                 178,             0.02543,            0.038867,           0.0031365,             0.97782,             0.88351,             0.86708,             0.66454,            0.018794,            0.022382,           0.0024384,           0.0056193,           0.0056193,           0.0056193
                 179,            0.025974,            0.038875,           0.0033121,              0.9779,             0.88353,             0.86862,             0.64638,            0.020151,            0.023105,           0.0024067,           0.0055945,           0.0055945,           0.0055945
                 180,            0.025565,            0.037832,           0.0033033,             0.97807,             0.88384,             0.86937,             0.67685,            0.018284,            0.022072,            0.002392,           0.0055698,           0.0055698,           0.0055698
                 181,            0.025426,            0.038598,           0.0031478,             0.97836,             0.88372,             0.86745,              0.6646,            0.018868,             0.02235,           0.0024351,            0.005545,            0.005545,            0.005545
                 182,            0.025636,            0.038986,           0.0031546,             0.97808,              0.8832,             0.86702,             0.67807,            0.018272,            0.021999,           0.0024243,           0.0055202,           0.0055202,           0.0055202
                 183,            0.025402,            0.037588,            0.003269,             0.97829,             0.88346,             0.86726,             0.68107,            0.017841,            0.021825,           0.0024506,           0.0054955,           0.0054955,           0.0054955
                 184,            0.025558,            0.039447,           0.0032267,             0.97811,             0.88384,             0.86874,             0.65243,            0.019559,            0.022734,           0.0024223,           0.0054707,           0.0054707,           0.0054707
                 185,            0.025839,            0.039743,           0.0033245,             0.97822,             0.88345,             0.86622,             0.67829,            0.018146,            0.022052,           0.0024487,            0.005446,            0.005446,            0.005446
                 186,             0.02518,            0.038804,           0.0031678,             0.97817,             0.88374,             0.86695,             0.66986,            0.018652,            0.022229,           0.0024546,           0.0054212,           0.0054212,           0.0054212
                 187,            0.025213,            0.038427,           0.0032706,             0.97798,             0.88358,             0.86795,             0.66438,            0.019058,            0.022386,           0.0024036,           0.0053965,           0.0053965,           0.0053965
                 188,            0.026054,            0.040009,           0.0034023,             0.97813,              0.8835,             0.86781,             0.68547,            0.017788,            0.021981,            0.002464,           0.0053717,           0.0053717,           0.0053717
                 189,             0.02476,            0.037746,           0.0031512,             0.97782,             0.88356,             0.86808,             0.67364,            0.018391,            0.022212,           0.0023992,            0.005347,            0.005347,            0.005347
                 190,            0.025362,            0.038076,           0.0030944,             0.97762,             0.88317,             0.86787,              0.6918,            0.017542,            0.021962,           0.0024079,           0.0053223,           0.0053223,           0.0053223
                 191,            0.025266,            0.038103,           0.0031472,             0.97779,             0.88356,             0.86885,             0.67547,            0.018203,            0.021911,           0.0023497,           0.0052975,           0.0052975,           0.0052975
                 192,            0.025346,             0.03857,           0.0030166,             0.97813,              0.8835,             0.87016,             0.67261,            0.018506,            0.022167,           0.0023889,           0.0052727,           0.0052727,           0.0052727
                 193,            0.025067,            0.039431,            0.003195,             0.97803,             0.88362,             0.86957,              0.6846,             0.01795,            0.021986,            0.002403,            0.005248,            0.005248,            0.005248
                 194,            0.025444,            0.039133,           0.0032188,             0.97747,             0.88347,             0.86996,              0.6979,             0.01716,            0.021484,           0.0024414,           0.0052233,           0.0052233,           0.0052233
                 195,            0.025061,            0.038736,           0.0032577,             0.97808,             0.88324,             0.86822,             0.68308,            0.018143,             0.02206,           0.0024581,           0.0051985,           0.0051985,           0.0051985
                 196,            0.024534,            0.037652,           0.0029285,             0.97817,             0.88337,             0.86795,             0.66839,            0.018669,            0.022205,           0.0023885,           0.0051737,           0.0051737,           0.0051737
                 197,            0.025515,             0.03849,            0.003146,             0.97797,             0.88355,             0.86871,              0.6747,            0.018223,            0.022078,           0.0024037,            0.005149,            0.005149,            0.005149
                 198,            0.025151,            0.038967,           0.0032379,             0.97798,             0.88357,              0.8685,             0.66733,            0.018775,            0.022424,           0.0024069,           0.0051243,           0.0051243,           0.0051243
                 199,            0.024667,            0.038458,            0.003004,             0.97818,             0.88369,             0.86852,             0.65696,            0.019276,            0.022484,           0.0024474,           0.0050995,           0.0050995,           0.0050995
                 200,            0.025234,            0.038692,           0.0030752,             0.97792,              0.8835,             0.86944,             0.67741,            0.018285,             0.02224,            0.002423,           0.0050747,           0.0050747,           0.0050747
                 201,             0.02508,             0.03897,           0.0032032,             0.97811,             0.88341,             0.86897,             0.65919,            0.019265,            0.022628,           0.0023498,             0.00505,             0.00505,             0.00505
                 202,             0.02453,            0.037441,           0.0030033,              0.9781,             0.88327,             0.86744,             0.67461,            0.018175,            0.021965,           0.0023973,           0.0050253,           0.0050253,           0.0050253
                 203,            0.024597,            0.037527,           0.0032338,             0.97811,              0.8834,             0.86944,             0.67332,            0.018501,            0.022336,           0.0023504,           0.0050005,           0.0050005,           0.0050005
                 204,            0.024759,            0.038027,           0.0029684,             0.97801,             0.88353,             0.86819,             0.67245,            0.018479,             0.02236,            0.002369,           0.0049758,           0.0049758,           0.0049758
                 205,            0.025233,            0.038732,           0.0032184,              0.9782,             0.88336,             0.86793,             0.68375,            0.017772,            0.021887,           0.0024055,            0.004951,            0.004951,            0.004951
                 206,            0.024473,            0.037915,           0.0029965,             0.97791,             0.88343,             0.86816,             0.66601,            0.018837,             0.02226,           0.0024061,           0.0049263,           0.0049263,           0.0049263
                 207,            0.024615,            0.037536,           0.0029375,             0.97803,              0.8835,             0.86886,             0.66825,            0.018931,            0.022283,           0.0023576,           0.0049015,           0.0049015,           0.0049015
                 208,            0.024607,             0.03731,            0.003059,             0.97811,             0.88357,             0.86938,             0.69899,            0.017152,            0.021366,           0.0023638,           0.0048768,           0.0048768,           0.0048768
                 209,            0.024487,            0.038454,            0.003107,             0.97783,             0.88358,             0.86907,             0.67227,            0.018599,            0.022293,            0.002326,            0.004852,            0.004852,            0.004852
                 210,            0.025023,             0.03708,           0.0030427,             0.97806,             0.88316,             0.86815,             0.67072,            0.018557,            0.022209,            0.002367,           0.0048272,           0.0048272,           0.0048272
                 211,             0.02471,             0.03686,           0.0031069,             0.97823,             0.88328,             0.86764,             0.66319,            0.018866,            0.022404,           0.0024275,           0.0048025,           0.0048025,           0.0048025
                 212,             0.02413,            0.037002,           0.0031813,             0.97836,             0.88309,             0.86746,             0.67156,            0.018318,            0.022302,           0.0024056,           0.0047778,           0.0047778,           0.0047778
                 213,            0.024946,            0.036865,           0.0029987,             0.97799,             0.88317,             0.86771,             0.68399,            0.017608,            0.021862,           0.0023598,            0.004753,            0.004753,            0.004753
                 214,            0.024097,            0.037294,            0.002976,             0.97804,             0.88371,              0.8685,             0.66563,            0.018874,            0.022271,           0.0023627,           0.0047283,           0.0047283,           0.0047283
                 215,            0.024588,            0.037516,           0.0031853,             0.97789,             0.88341,             0.86877,             0.68287,            0.017762,            0.021726,           0.0023755,           0.0047035,           0.0047035,           0.0047035
                 216,            0.024588,            0.037723,           0.0029934,             0.97834,             0.88177,             0.86768,             0.66404,            0.019039,            0.022315,           0.0023686,           0.0046788,           0.0046788,           0.0046788
                 217,            0.024577,            0.037931,           0.0031782,             0.97779,             0.88317,             0.86928,             0.66863,            0.018739,            0.022264,           0.0024056,            0.004654,            0.004654,            0.004654
                 218,            0.024221,            0.038209,           0.0030365,             0.97759,             0.88309,              0.8677,             0.67711,            0.018014,            0.021808,           0.0023812,           0.0046293,           0.0046293,           0.0046293
                 219,            0.024396,            0.037952,           0.0031969,             0.97812,             0.88311,             0.86881,             0.67901,            0.018069,             0.02188,           0.0023526,           0.0046045,           0.0046045,           0.0046045
                 220,              0.0243,             0.03809,           0.0028576,             0.97778,             0.88281,             0.86834,             0.66309,            0.019223,            0.022499,           0.0023244,           0.0045798,           0.0045798,           0.0045798
                 221,            0.024367,            0.037882,           0.0029639,             0.97831,             0.88339,             0.86722,             0.67267,            0.018293,            0.022049,           0.0023623,            0.004555,            0.004555,            0.004555
                 222,            0.024793,            0.038308,           0.0029937,             0.97812,             0.88328,             0.86845,             0.66822,            0.018802,            0.022258,           0.0023602,           0.0045303,           0.0045303,           0.0045303
                 223,            0.024025,             0.03718,           0.0029243,             0.97805,              0.8834,             0.86811,             0.67039,            0.018395,            0.022235,           0.0023162,           0.0045055,           0.0045055,           0.0045055
                 224,            0.024379,            0.038838,           0.0031362,             0.97824,             0.88361,             0.86835,             0.66736,            0.018839,            0.022274,           0.0023012,           0.0044808,           0.0044808,           0.0044808
                 225,             0.02456,            0.038637,           0.0031249,             0.97829,             0.88346,             0.86795,             0.68747,            0.017516,             0.02166,           0.0023016,            0.004456,            0.004456,            0.004456
                 226,            0.023981,            0.038002,           0.0029654,             0.97838,             0.88344,             0.86801,             0.65352,            0.019496,            0.022645,           0.0023243,           0.0044313,           0.0044313,           0.0044313
                 227,            0.023698,            0.037599,           0.0029747,             0.97819,             0.88352,             0.86744,              0.6632,            0.018881,            0.022172,           0.0022765,           0.0044065,           0.0044065,           0.0044065
                 228,            0.023871,            0.036759,            0.002926,               0.978,             0.88285,             0.86825,             0.69082,            0.017283,            0.021391,           0.0023106,           0.0043818,           0.0043818,           0.0043818
                 229,            0.023921,            0.037815,           0.0030527,             0.97824,             0.88348,             0.86849,              0.6779,            0.018077,             0.02187,           0.0022875,            0.004357,            0.004357,            0.004357
                 230,            0.024187,            0.038513,           0.0029523,               0.978,             0.88362,             0.86904,              0.6939,            0.017358,            0.021588,           0.0022825,           0.0043323,           0.0043323,           0.0043323
                 231,            0.024511,             0.03777,           0.0030817,             0.97821,              0.8834,             0.86811,             0.66241,            0.018893,            0.022392,           0.0022282,           0.0043075,           0.0043075,           0.0043075
                 232,            0.024125,            0.037186,           0.0029514,             0.97806,             0.88338,             0.86818,              0.6778,            0.018022,            0.021962,           0.0023077,           0.0042828,           0.0042828,           0.0042828
                 233,            0.024188,            0.038018,           0.0030297,             0.97791,             0.88351,             0.86808,             0.68219,            0.017916,            0.021846,           0.0023146,            0.004258,            0.004258,            0.004258
                 234,             0.02421,            0.037976,           0.0029577,             0.97818,             0.88352,             0.86876,             0.66385,            0.019117,            0.022301,            0.002286,           0.0042333,           0.0042333,           0.0042333
                 235,            0.024367,            0.037978,           0.0030078,              0.9782,             0.88358,             0.86839,             0.66297,            0.019031,            0.022298,           0.0023278,           0.0042085,           0.0042085,           0.0042085
                 236,            0.023704,            0.037358,           0.0029194,             0.97837,             0.88343,             0.86964,             0.69502,            0.017155,            0.021387,           0.0022953,           0.0041837,           0.0041837,           0.0041837
                 237,            0.023614,            0.037518,           0.0029211,             0.97836,             0.88336,              0.8674,             0.66561,              0.0188,            0.022139,           0.0022916,            0.004159,            0.004159,            0.004159
                 238,            0.023651,              0.0373,           0.0029091,              0.9783,             0.88346,             0.86862,             0.67311,            0.018189,            0.021947,            0.002275,           0.0041342,           0.0041342,           0.0041342
                 239,            0.023823,            0.037341,           0.0029039,             0.97818,              0.8834,              0.8685,             0.67557,            0.018184,            0.021941,           0.0023239,           0.0041095,           0.0041095,           0.0041095
                 240,            0.023872,            0.037485,           0.0030285,             0.97822,             0.88351,             0.86857,             0.66542,            0.018845,            0.022368,           0.0023463,           0.0040847,           0.0040847,           0.0040847
                 241,            0.023929,            0.037334,           0.0028361,             0.97794,             0.88352,             0.86822,             0.69101,            0.017353,            0.021637,           0.0022604,             0.00406,             0.00406,             0.00406
                 242,            0.024014,            0.037268,           0.0029033,             0.97819,             0.88352,             0.86809,             0.68157,              0.0178,            0.021691,           0.0023111,           0.0040352,           0.0040352,           0.0040352
                 243,            0.023784,            0.037119,           0.0029648,             0.97808,             0.88356,             0.86889,             0.67859,            0.018079,            0.021708,           0.0022809,           0.0040105,           0.0040105,           0.0040105
                 244,            0.023695,             0.03751,           0.0028211,             0.97817,             0.88349,              0.8688,             0.66687,            0.018712,            0.022263,           0.0022633,           0.0039857,           0.0039857,           0.0039857
                 245,            0.023652,            0.037348,           0.0029438,             0.97829,             0.88349,             0.86856,             0.66119,            0.018905,            0.022437,           0.0022624,            0.003961,            0.003961,            0.003961
                 246,            0.024289,             0.03747,           0.0029954,             0.97797,             0.88368,             0.86789,             0.66193,            0.018907,             0.02232,           0.0022384,           0.0039362,           0.0039362,           0.0039362
                 247,            0.023442,            0.036666,           0.0027873,              0.9783,             0.88347,              0.8672,              0.6721,            0.018339,            0.021984,           0.0022823,           0.0039115,           0.0039115,           0.0039115
                 248,            0.023857,            0.036798,           0.0029273,             0.97831,             0.88339,             0.86836,             0.68216,            0.017995,            0.021784,           0.0022875,           0.0038867,           0.0038867,           0.0038867
                 249,            0.023897,            0.036883,           0.0029869,             0.97816,             0.88349,             0.86777,             0.67681,              0.0181,            0.021899,           0.0022588,            0.003862,            0.003862,            0.003862
                 250,            0.023783,            0.037455,           0.0030909,             0.97802,             0.88357,             0.86848,             0.67308,            0.018454,            0.022142,            0.002257,           0.0038372,           0.0038372,           0.0038372
                 251,            0.023709,            0.037142,           0.0029726,             0.97831,              0.8834,             0.86797,             0.67898,            0.018207,            0.021889,           0.0022383,           0.0038125,           0.0038125,           0.0038125
                 252,            0.023487,            0.036383,           0.0028639,             0.97825,             0.88349,             0.86699,             0.66946,             0.01866,            0.022047,            0.002245,           0.0037878,           0.0037878,           0.0037878
                 253,            0.023639,            0.037523,            0.003041,             0.97842,             0.88346,             0.86794,             0.68556,            0.017483,            0.021521,           0.0022222,            0.003763,            0.003763,            0.003763
                 254,            0.023357,            0.036667,           0.0028723,             0.97805,             0.88349,             0.86796,             0.68147,            0.018021,            0.021953,           0.0022323,           0.0037383,           0.0037383,           0.0037383
                 255,            0.023772,            0.037215,           0.0030093,             0.97833,             0.88367,             0.86808,             0.66471,            0.019035,            0.022405,           0.0022483,           0.0037135,           0.0037135,           0.0037135
                 256,            0.023737,            0.037449,           0.0029569,             0.97827,             0.88384,             0.86739,             0.67474,            0.018249,            0.021972,           0.0022453,           0.0036888,           0.0036888,           0.0036888
                 257,            0.023343,            0.036814,           0.0028816,             0.97829,             0.88344,             0.86717,              0.6854,             0.01782,            0.021929,           0.0021969,            0.003664,            0.003664,            0.003664
                 258,            0.023199,            0.037818,           0.0028803,             0.97813,             0.88347,               0.867,             0.67619,            0.018252,            0.022158,           0.0022185,           0.0036393,           0.0036393,           0.0036393
                 259,            0.023148,            0.037226,           0.0027275,             0.97821,             0.88328,             0.86748,             0.68064,            0.017923,            0.022096,           0.0022762,           0.0036145,           0.0036145,           0.0036145
                 260,            0.023539,            0.037199,           0.0030268,             0.97793,             0.88281,              0.8675,             0.68327,            0.017871,            0.021885,           0.0022675,           0.0035898,           0.0035898,           0.0035898
                 261,            0.023385,            0.036796,           0.0027298,              0.9781,             0.88301,             0.86832,             0.67415,            0.018376,            0.022051,           0.0022443,            0.003565,            0.003565,            0.003565
                 262,             0.02344,             0.03678,           0.0028331,             0.97811,             0.88328,             0.86794,             0.67618,            0.018123,            0.021978,           0.0022669,           0.0035403,           0.0035403,           0.0035403
                 263,            0.023036,            0.036845,           0.0027774,             0.97818,             0.88328,             0.86843,              0.6678,            0.018799,            0.022337,           0.0022299,           0.0035155,           0.0035155,           0.0035155
                 264,            0.023549,             0.03731,           0.0027973,             0.97819,             0.88311,             0.86877,             0.68829,            0.017651,            0.021917,           0.0022236,           0.0034908,           0.0034908,           0.0034908
                 265,            0.023105,             0.03656,           0.0027828,             0.97812,             0.88284,             0.86805,             0.67932,            0.018177,            0.022071,            0.002221,            0.003466,            0.003466,            0.003466
                 266,            0.023413,            0.036739,           0.0029632,             0.97816,             0.88315,             0.86727,             0.67269,            0.018507,            0.022278,            0.002289,           0.0034413,           0.0034413,           0.0034413
                 267,            0.023512,            0.036806,           0.0028909,             0.97831,             0.88328,             0.86721,             0.66984,            0.018462,            0.022107,           0.0022942,           0.0034165,           0.0034165,           0.0034165
                 268,            0.022719,            0.035915,           0.0027105,             0.97833,             0.88328,             0.86803,             0.68244,            0.017887,            0.021845,           0.0022749,           0.0033918,           0.0033918,           0.0033918
                 269,            0.023169,            0.036759,           0.0028222,             0.97825,             0.88312,             0.86788,             0.67967,            0.018149,            0.021969,           0.0022266,            0.003367,            0.003367,            0.003367
                 270,            0.022681,            0.035916,           0.0027016,             0.97819,             0.88288,             0.86723,             0.66737,            0.018788,            0.022361,           0.0022251,           0.0033423,           0.0033423,           0.0033423
                 271,            0.022809,            0.036329,           0.0027737,             0.97814,             0.88332,             0.86705,             0.68179,            0.017872,            0.021823,           0.0022245,           0.0033175,           0.0033175,           0.0033175
                 272,            0.023245,            0.036975,           0.0028092,              0.9781,             0.88335,             0.86747,             0.68733,            0.017591,            0.021809,           0.0021904,           0.0032928,           0.0032928,           0.0032928
                 273,            0.023158,            0.036335,           0.0029706,             0.97819,              0.8832,             0.86803,             0.67439,            0.018412,            0.022029,           0.0021958,            0.003268,            0.003268,            0.003268
                 274,            0.023038,            0.036364,           0.0026982,             0.97794,             0.88281,              0.8676,             0.69034,            0.017326,            0.021519,           0.0021939,           0.0032433,           0.0032433,           0.0032433
                 275,            0.023153,            0.036616,           0.0028759,             0.97761,             0.88343,             0.86746,             0.68507,            0.017432,            0.021573,           0.0022116,           0.0032185,           0.0032185,           0.0032185
                 276,            0.023072,            0.036174,           0.0028769,             0.97807,             0.88341,             0.86734,             0.67782,            0.017958,            0.021971,           0.0022211,           0.0031938,           0.0031938,           0.0031938
                 277,            0.022986,            0.035782,           0.0027353,              0.9783,             0.88333,             0.86771,             0.67468,            0.018185,            0.022066,           0.0021953,            0.003169,            0.003169,            0.003169
                 278,            0.022846,            0.035961,           0.0027519,              0.9782,             0.88337,             0.86728,             0.68393,            0.017719,            0.021754,            0.002196,           0.0031443,           0.0031443,           0.0031443
                 279,            0.022911,            0.036296,           0.0028781,             0.97817,             0.88343,             0.86681,             0.66875,            0.018561,            0.022119,           0.0022075,           0.0031195,           0.0031195,           0.0031195
                 280,            0.022489,            0.035497,           0.0026117,              0.9781,             0.88296,             0.86702,             0.67623,            0.018262,            0.022071,           0.0022314,           0.0030948,           0.0030948,           0.0030948
                 281,            0.022697,            0.036082,            0.002758,             0.97834,             0.88328,             0.86827,             0.68674,            0.017614,            0.021692,           0.0022302,             0.00307,             0.00307,             0.00307
                 282,            0.022624,            0.035618,           0.0026682,             0.97811,             0.88343,              0.8681,             0.68063,            0.018096,            0.021875,           0.0022354,           0.0030452,           0.0030452,           0.0030452
                 283,            0.022572,            0.035673,           0.0027878,             0.97827,             0.88356,             0.86781,             0.68065,            0.017859,            0.021765,           0.0022116,           0.0030205,           0.0030205,           0.0030205
                 284,            0.022579,            0.035686,           0.0027736,              0.9783,             0.88339,             0.86777,             0.69303,            0.017167,            0.021477,           0.0021999,           0.0029957,           0.0029957,           0.0029957
                 285,            0.022754,            0.036423,           0.0026493,             0.97826,             0.88336,             0.86744,             0.68384,            0.017733,            0.021668,           0.0022025,            0.002971,            0.002971,            0.002971
                 286,            0.022955,            0.035593,           0.0026022,             0.97817,             0.88335,             0.86697,             0.67271,            0.018368,            0.022142,           0.0022165,           0.0029462,           0.0029462,           0.0029462
                 287,            0.022507,            0.035961,           0.0026472,             0.97808,              0.8833,              0.8686,             0.68722,            0.017545,            0.021676,           0.0022092,           0.0029215,           0.0029215,           0.0029215
                 288,            0.022613,              0.0361,           0.0026334,             0.97801,             0.88358,             0.86847,             0.68448,            0.017647,            0.021798,           0.0022158,           0.0028967,           0.0028967,           0.0028967
                 289,            0.022517,            0.036132,           0.0026533,             0.97798,             0.88345,             0.86739,             0.67409,            0.018094,            0.021997,           0.0022454,            0.002872,            0.002872,            0.002872
                 290,            0.022984,            0.037585,           0.0028371,             0.97823,             0.88337,             0.86739,             0.66846,            0.018523,            0.022223,           0.0022108,           0.0028472,           0.0028472,           0.0028472
                 291,            0.022724,            0.036269,           0.0027058,             0.97813,             0.88304,             0.86828,             0.68315,             0.01775,            0.021661,           0.0022298,           0.0028225,           0.0028225,           0.0028225
                 292,            0.022468,            0.036481,           0.0028173,             0.97829,             0.88317,             0.86759,             0.68565,            0.017599,            0.021619,           0.0022019,           0.0027977,           0.0027977,           0.0027977
                 293,            0.022584,             0.03618,           0.0027527,             0.97845,             0.88338,              0.8685,             0.67875,            0.017998,            0.021817,           0.0021783,            0.002773,            0.002773,            0.002773
                 294,            0.022348,            0.035689,           0.0028153,             0.97814,             0.88314,             0.86792,             0.67757,             0.01804,            0.021897,           0.0022243,           0.0027482,           0.0027482,           0.0027482
                 295,            0.022413,            0.035735,           0.0027119,             0.97813,             0.88339,             0.86718,             0.67838,            0.017925,            0.021825,           0.0022257,           0.0027235,           0.0027235,           0.0027235
                 296,            0.022658,             0.03585,            0.002859,             0.97826,             0.88341,             0.86703,             0.69078,            0.017215,            0.021555,            0.002188,           0.0026987,           0.0026987,           0.0026987
                 297,            0.022484,            0.036458,           0.0027236,             0.97822,             0.88345,             0.86765,             0.68172,            0.017766,            0.021795,           0.0021692,            0.002674,            0.002674,            0.002674
                 298,            0.022257,            0.035291,           0.0027449,              0.9783,              0.8834,             0.86687,              0.6673,            0.018554,            0.022221,           0.0021804,           0.0026492,           0.0026492,           0.0026492
                 299,             0.02226,            0.035367,           0.0027079,             0.97825,             0.88349,              0.8664,             0.67228,            0.018366,            0.022114,           0.0022048,           0.0026245,           0.0026245,           0.0026245
                 300,            0.022448,            0.036355,           0.0027002,             0.97796,             0.88357,             0.86741,             0.68323,            0.017688,            0.021836,           0.0021904,           0.0025997,           0.0025997,           0.0025997
                 301,            0.022608,             0.03633,           0.0026516,             0.97799,             0.88341,             0.86695,             0.67825,            0.018006,            0.021971,           0.0021755,            0.002575,            0.002575,            0.002575
                 302,            0.022232,            0.036131,           0.0026721,             0.97791,             0.88352,             0.86753,              0.6771,            0.018071,            0.022002,           0.0021938,           0.0025503,           0.0025503,           0.0025503
                 303,            0.021983,            0.035778,           0.0025418,             0.97773,             0.88356,             0.86769,             0.67763,            0.017978,            0.021864,           0.0021621,           0.0025255,           0.0025255,           0.0025255
                 304,            0.022172,            0.035631,           0.0027181,             0.97797,             0.88362,             0.86814,             0.67796,            0.018007,            0.021957,           0.0022011,           0.0025008,           0.0025008,           0.0025008
                 305,            0.022051,            0.035816,           0.0025745,             0.97792,             0.88381,             0.86702,             0.66931,            0.018527,            0.022177,           0.0022093,            0.002476,            0.002476,            0.002476
                 306,            0.022209,            0.035906,           0.0025848,             0.97783,             0.88384,             0.86695,             0.67598,            0.018083,            0.021909,           0.0021943,           0.0024513,           0.0024513,           0.0024513
                 307,            0.022005,            0.035419,            0.002641,             0.97775,              0.8836,             0.86683,             0.68276,             0.01766,            0.021807,            0.002195,           0.0024265,           0.0024265,           0.0024265
                 308,            0.022265,            0.035014,            0.002699,             0.97788,             0.88348,              0.8673,             0.67731,            0.017957,            0.021884,            0.002174,           0.0024018,           0.0024018,           0.0024018
