               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  15,            0.047167,            0.055552,            0.012148,             0.94186,             0.85277,             0.84713,              0.3467,            0.043957,            0.032196,           0.0073133,           0.0096535,           0.0096535,           0.0096535
                  16,            0.045777,            0.054056,            0.010828,             0.96893,             0.87653,             0.86441,             0.55485,            0.029342,              0.0301,           0.0066545,           0.0096288,           0.0096288,           0.0096288
                  17,            0.044953,            0.055454,            0.010535,             0.95579,             0.86692,             0.85164,             0.39031,            0.040074,            0.031267,           0.0058621,            0.009604,            0.009604,            0.009604
                  18,            0.044639,            0.055694,            0.009663,             0.96946,             0.87691,             0.86654,             0.51637,            0.032393,            0.029755,           0.0052893,           0.0095793,           0.0095793,           0.0095793
                  19,            0.042777,            0.054116,           0.0092435,             0.97191,              0.8768,             0.86486,              0.4899,            0.031607,            0.030611,           0.0044885,           0.0095545,           0.0095545,           0.0095545
                  20,            0.043074,            0.054009,           0.0087294,             0.97516,             0.87942,             0.86651,             0.55078,            0.029232,            0.028782,           0.0046262,           0.0095298,           0.0095298,           0.0095298
                  21,            0.043123,            0.052682,           0.0085948,             0.97225,             0.87881,             0.86498,             0.46134,            0.035074,            0.030505,           0.0043107,            0.009505,            0.009505,            0.009505
                  22,             0.04226,            0.053561,            0.008084,             0.97608,             0.88129,             0.86693,              0.5171,            0.030544,            0.028858,           0.0043189,           0.0094803,           0.0094803,           0.0094803
                  23,            0.041441,            0.052411,           0.0079111,             0.97197,             0.88057,             0.86706,             0.58527,            0.026647,             0.02826,           0.0040961,           0.0094555,           0.0094555,           0.0094555
                  24,            0.041593,            0.052593,           0.0076934,             0.97762,             0.88319,             0.86903,             0.56491,            0.027656,             0.02781,           0.0039153,           0.0094307,           0.0094307,           0.0094307
                  25,            0.040617,            0.052963,           0.0074735,             0.97721,             0.88144,             0.87076,             0.59394,            0.025207,             0.02777,           0.0040364,            0.009406,            0.009406,            0.009406
                  26,            0.039528,            0.051133,           0.0072747,             0.97079,             0.88203,             0.86541,             0.57361,             0.02741,            0.028079,           0.0040424,           0.0093813,           0.0093813,           0.0093813
                  27,            0.040432,            0.051249,            0.007458,             0.97705,             0.88328,             0.86897,             0.54994,            0.028003,            0.028127,           0.0038936,           0.0093565,           0.0093565,           0.0093565
                  28,            0.039341,            0.051631,           0.0071764,             0.97738,             0.88257,             0.86883,              0.5799,            0.025991,            0.026825,           0.0036931,           0.0093317,           0.0093317,           0.0093317
                  29,            0.038388,             0.04945,           0.0065626,             0.97748,             0.88036,             0.86666,             0.55556,            0.028147,            0.027629,           0.0036545,            0.009307,            0.009307,            0.009307
                  30,            0.038985,            0.050287,           0.0066225,             0.97823,             0.88268,             0.86816,             0.60122,            0.025745,            0.026755,           0.0035633,           0.0092823,           0.0092823,           0.0092823
                  31,            0.038608,            0.049617,           0.0062673,             0.97642,             0.88181,             0.86755,               0.629,            0.023538,            0.026601,           0.0036694,           0.0092575,           0.0092575,           0.0092575
                  32,            0.037693,            0.048946,           0.0063609,             0.97616,             0.88216,             0.86723,             0.50655,            0.030908,            0.028365,           0.0035186,           0.0092327,           0.0092327,           0.0092327
                  33,             0.03755,            0.048932,           0.0061943,             0.97753,             0.88033,             0.86589,             0.53395,            0.029356,            0.027292,            0.003361,            0.009208,            0.009208,            0.009208
                  34,            0.037018,            0.049121,           0.0060536,             0.97776,             0.88315,             0.86872,             0.57704,            0.025848,            0.026779,           0.0033887,           0.0091833,           0.0091833,           0.0091833
                  35,            0.037251,            0.049809,           0.0064287,             0.97798,             0.88286,             0.86753,             0.58643,            0.025581,            0.026026,           0.0034932,           0.0091585,           0.0091585,           0.0091585
                  36,            0.037017,            0.048377,           0.0060272,             0.97737,              0.8832,             0.86669,             0.64409,            0.021647,            0.025338,            0.003494,           0.0091337,           0.0091337,           0.0091337
                  37,            0.035723,            0.047829,           0.0059225,             0.97707,             0.88199,              0.8698,             0.49134,            0.032077,            0.028477,           0.0032442,            0.009109,            0.009109,            0.009109
                  38,            0.035902,            0.048427,           0.0059799,             0.97809,             0.88355,             0.86795,             0.55779,            0.027805,            0.027301,           0.0033447,           0.0090843,           0.0090843,           0.0090843
                  39,            0.036092,            0.047642,           0.0055555,             0.97773,             0.88278,             0.86974,             0.58198,            0.025649,            0.026712,           0.0033306,           0.0090595,           0.0090595,           0.0090595
                  40,            0.035649,            0.048927,           0.0058855,             0.97769,             0.88303,             0.86922,             0.65215,            0.021702,             0.02546,           0.0032163,           0.0090347,           0.0090347,           0.0090347
                  41,            0.036023,            0.048025,           0.0056966,             0.97787,              0.8831,             0.86887,             0.64169,            0.023116,            0.025685,           0.0032439,             0.00901,             0.00901,             0.00901
                  42,            0.035492,            0.047482,           0.0055809,             0.97737,             0.88282,             0.87038,             0.60945,            0.023935,            0.025738,           0.0033188,           0.0089853,           0.0089853,           0.0089853
                  43,            0.035342,             0.04796,           0.0052681,             0.97755,             0.88286,             0.86684,             0.63961,            0.022523,            0.025263,           0.0032688,           0.0089605,           0.0089605,           0.0089605
                  44,            0.035369,            0.048383,            0.005455,             0.97819,             0.88311,             0.86635,              0.6299,            0.022683,            0.025112,           0.0032303,           0.0089358,           0.0089358,           0.0089358
                  45,            0.036498,            0.047918,           0.0054803,             0.97833,             0.88313,             0.86913,              0.5026,            0.030741,            0.027247,           0.0031678,            0.008911,            0.008911,            0.008911
                  46,            0.035129,            0.048659,           0.0054165,             0.97766,             0.88273,             0.86602,             0.48684,            0.031885,            0.028193,           0.0030889,           0.0088863,           0.0088863,           0.0088863
                  47,            0.034867,            0.047145,           0.0055147,             0.97799,             0.88346,             0.86961,             0.62717,            0.022275,            0.024923,           0.0031633,           0.0088615,           0.0088615,           0.0088615
                  48,            0.034373,            0.046213,           0.0052514,             0.97808,             0.88378,             0.86878,             0.59938,             0.02447,            0.025574,           0.0031549,           0.0088368,           0.0088368,           0.0088368
                  49,            0.033619,            0.046569,           0.0051556,             0.97791,             0.88321,             0.86845,             0.52986,            0.028649,            0.027058,           0.0030513,            0.008812,            0.008812,            0.008812
                  50,            0.034457,            0.047876,           0.0049882,             0.97756,              0.8832,             0.86944,             0.52083,            0.029214,             0.02719,           0.0030209,           0.0087872,           0.0087872,           0.0087872
                  51,            0.033435,            0.046275,            0.005112,             0.97766,             0.88334,             0.86727,             0.59818,            0.023791,            0.025375,           0.0032826,           0.0087625,           0.0087625,           0.0087625
                  52,            0.033931,             0.04823,           0.0051671,             0.97779,             0.88314,             0.86841,             0.63444,            0.022526,            0.025055,           0.0031055,           0.0087378,           0.0087378,           0.0087378
                  53,            0.033581,            0.045948,           0.0050273,             0.97813,             0.88321,             0.86769,             0.59801,            0.023926,            0.025465,            0.003044,            0.008713,            0.008713,            0.008713
                  54,            0.033739,            0.046854,           0.0052199,             0.97794,             0.88311,              0.8698,             0.60158,            0.023482,            0.025169,           0.0031065,           0.0086882,           0.0086882,           0.0086882
                  55,            0.033099,            0.047153,           0.0047636,             0.97791,             0.88281,             0.86875,             0.64511,            0.021097,            0.024244,           0.0029119,           0.0086635,           0.0086635,           0.0086635
                  56,            0.032712,            0.046516,           0.0048131,             0.97761,             0.88259,              0.8674,             0.64824,            0.021069,            0.024309,           0.0029945,           0.0086388,           0.0086388,           0.0086388
                  57,            0.032998,            0.045355,           0.0047849,             0.97822,             0.88308,             0.86776,             0.58065,            0.024761,            0.025821,           0.0029855,            0.008614,            0.008614,            0.008614
                  58,            0.033923,            0.045461,           0.0051003,             0.97794,              0.8833,             0.86739,             0.57947,            0.026253,            0.026089,           0.0030985,           0.0085893,           0.0085893,           0.0085893
                  59,            0.033012,            0.045688,           0.0049428,             0.97767,             0.88331,             0.86758,             0.63837,            0.021733,            0.024609,           0.0029539,           0.0085645,           0.0085645,           0.0085645
                  60,            0.032173,            0.044872,           0.0048167,             0.97782,             0.88377,               0.867,             0.65375,            0.020609,            0.024097,           0.0029885,           0.0085398,           0.0085398,           0.0085398
                  61,            0.032452,            0.046271,           0.0048538,             0.97804,             0.88336,              0.8682,             0.66113,            0.020071,            0.023965,           0.0030622,            0.008515,            0.008515,            0.008515
                  62,            0.034073,            0.044623,           0.0047375,             0.97831,             0.88367,             0.86752,             0.58222,            0.025432,            0.025637,           0.0030099,           0.0084903,           0.0084903,           0.0084903
                  63,            0.032344,            0.045463,           0.0047775,             0.97778,             0.88314,             0.86807,             0.59593,            0.024824,            0.025735,           0.0029307,           0.0084655,           0.0084655,           0.0084655
                  64,            0.031767,            0.044215,           0.0046977,             0.97812,              0.8832,             0.86754,             0.61063,            0.022923,            0.024775,           0.0030328,           0.0084408,           0.0084408,           0.0084408
                  65,            0.033037,            0.044778,           0.0047176,             0.97818,             0.88309,             0.86685,             0.58198,              0.0253,            0.025821,           0.0029195,            0.008416,            0.008416,            0.008416
                  66,            0.031532,            0.044732,            0.004745,             0.97792,             0.88206,             0.86708,             0.65522,            0.020613,            0.024236,           0.0029366,           0.0083913,           0.0083913,           0.0083913
                  67,            0.032285,             0.04418,           0.0044817,             0.97826,             0.88298,             0.86669,             0.66323,            0.019812,            0.023816,           0.0029891,           0.0083665,           0.0083665,           0.0083665
                  68,            0.031174,            0.044208,           0.0045994,             0.97789,              0.8832,             0.86702,             0.64253,            0.021082,            0.024101,           0.0029253,           0.0083418,           0.0083418,           0.0083418
                  69,            0.031667,            0.044625,           0.0045024,             0.97789,              0.8837,             0.86792,             0.63407,            0.021469,            0.024415,            0.002857,            0.008317,            0.008317,            0.008317
                  70,            0.031634,            0.045187,           0.0046111,             0.97619,             0.88295,             0.86803,             0.65583,            0.019868,            0.023571,           0.0028615,           0.0082922,           0.0082922,           0.0082922
                  71,            0.032264,            0.044653,           0.0046738,             0.97815,             0.88206,             0.86737,             0.62051,             0.02307,            0.025203,           0.0029403,           0.0082675,           0.0082675,           0.0082675
                  72,            0.031593,            0.045157,           0.0045101,               0.978,             0.88375,             0.87013,             0.61325,            0.022958,            0.024773,           0.0027773,           0.0082428,           0.0082428,           0.0082428
                  73,            0.031067,            0.042774,           0.0044622,             0.97684,             0.88271,             0.86793,             0.66841,            0.019772,            0.023505,           0.0028633,            0.008218,            0.008218,            0.008218
                  74,            0.030774,            0.044085,           0.0044437,             0.97793,             0.88315,             0.86886,             0.64703,            0.020552,              0.0237,             0.00286,           0.0081932,           0.0081932,           0.0081932
                  75,            0.031719,            0.044113,           0.0044407,             0.97786,             0.88322,             0.86907,             0.62268,            0.022223,             0.02427,           0.0027911,           0.0081685,           0.0081685,           0.0081685
                  76,            0.031191,            0.043922,           0.0042893,             0.97691,             0.88301,             0.86913,              0.6686,            0.019668,             0.02352,           0.0029164,           0.0081437,           0.0081437,           0.0081437
                  77,            0.030765,            0.043868,           0.0045295,             0.97796,             0.88315,             0.86832,             0.67942,            0.018531,            0.023139,            0.002825,            0.008119,            0.008119,            0.008119
                  78,            0.030614,            0.043091,           0.0044403,             0.97753,             0.88348,             0.86807,             0.66844,            0.019155,            0.023438,           0.0027932,           0.0080942,           0.0080942,           0.0080942
                  79,            0.030604,            0.044853,           0.0043578,             0.97817,             0.88384,             0.86917,              0.6065,            0.023155,            0.024663,           0.0028824,           0.0080695,           0.0080695,           0.0080695
                  80,            0.031237,             0.04394,           0.0041331,             0.97779,             0.88359,              0.8684,              0.6137,            0.023096,            0.024249,           0.0027556,           0.0080447,           0.0080447,           0.0080447
                  81,            0.030566,            0.043903,            0.004209,             0.97739,             0.88343,             0.86794,             0.66272,            0.019876,            0.023252,            0.002892,             0.00802,             0.00802,             0.00802
                  82,            0.031246,            0.044791,           0.0043617,             0.97797,             0.88349,             0.86891,             0.62669,            0.022046,            0.024132,           0.0027802,           0.0079953,           0.0079953,           0.0079953
                  83,            0.030105,            0.043418,           0.0043346,             0.97797,             0.88353,             0.86766,             0.66806,            0.019373,            0.023029,           0.0027483,           0.0079705,           0.0079705,           0.0079705
                  84,            0.030245,            0.042562,           0.0040153,             0.97812,             0.88312,             0.86901,             0.59367,            0.023667,            0.024857,           0.0027327,           0.0079457,           0.0079457,           0.0079457
                  85,            0.029925,            0.042936,           0.0042698,             0.97802,             0.88327,             0.86853,             0.67302,            0.019174,            0.022938,           0.0027172,            0.007921,            0.007921,            0.007921
                  86,            0.030714,            0.042471,           0.0042169,             0.97776,             0.88375,             0.86854,             0.60132,            0.023023,            0.024579,           0.0027132,           0.0078963,           0.0078963,           0.0078963
                  87,            0.030532,            0.042944,           0.0040577,             0.97827,             0.88344,             0.87016,             0.57083,            0.025529,            0.025372,           0.0028209,           0.0078715,           0.0078715,           0.0078715
                  88,            0.030066,            0.042689,           0.0042542,             0.97777,             0.88341,             0.86797,             0.64685,            0.020697,            0.023721,           0.0027416,           0.0078467,           0.0078467,           0.0078467
                  89,             0.02983,            0.043491,           0.0039721,             0.97826,              0.8835,             0.87003,             0.64973,            0.020711,            0.023319,           0.0027022,            0.007822,            0.007822,            0.007822
                  90,            0.029772,            0.043699,            0.004057,             0.97827,             0.88352,             0.86856,             0.67797,            0.018831,            0.022897,           0.0027592,           0.0077973,           0.0077973,           0.0077973
                  91,              0.0293,            0.043018,           0.0039638,              0.9779,             0.88339,             0.86872,             0.64051,            0.021193,            0.023873,           0.0026955,           0.0077725,           0.0077725,           0.0077725
                  92,             0.02903,            0.042438,           0.0040796,             0.97813,             0.88381,             0.86901,             0.57971,            0.024951,            0.025072,           0.0026509,           0.0077478,           0.0077478,           0.0077478
                  93,            0.029558,            0.043204,           0.0039104,             0.97817,             0.88322,             0.86914,             0.68231,            0.018244,             0.02265,           0.0026917,            0.007723,            0.007723,            0.007723
                  94,            0.029291,            0.043239,           0.0040069,             0.97793,             0.88317,              0.8678,             0.66481,            0.019417,             0.02327,           0.0026516,           0.0076983,           0.0076983,           0.0076983
                  95,            0.030302,             0.04346,           0.0041515,             0.97842,             0.88316,             0.86609,             0.63237,             0.02152,            0.023757,           0.0027665,           0.0076735,           0.0076735,           0.0076735
                  96,            0.030147,            0.043641,            0.004044,             0.97806,             0.88324,             0.86867,             0.65004,            0.020335,              0.0234,           0.0026793,           0.0076488,           0.0076488,           0.0076488
                  97,            0.029401,            0.041669,           0.0037576,             0.97814,             0.88384,             0.86909,             0.60982,            0.022569,            0.024438,           0.0027129,            0.007624,            0.007624,            0.007624
                  98,            0.028699,            0.042289,           0.0039112,             0.97779,             0.88332,               0.868,             0.68521,            0.018597,            0.022695,           0.0027555,           0.0075993,           0.0075993,           0.0075993
                  99,            0.029456,            0.043493,            0.004063,             0.97801,             0.88356,             0.86988,             0.65963,            0.019899,            0.023361,           0.0027015,           0.0075745,           0.0075745,           0.0075745
                 100,            0.029009,            0.042434,           0.0038902,             0.97755,             0.88306,             0.86967,             0.68237,            0.018367,            0.022656,           0.0027195,           0.0075498,           0.0075498,           0.0075498
                 101,            0.029547,            0.042685,           0.0040185,             0.97811,             0.88338,               0.868,             0.66514,            0.019301,            0.023012,           0.0026864,            0.007525,            0.007525,            0.007525
                 102,            0.029321,            0.041304,           0.0040531,             0.97813,             0.88311,             0.86574,             0.60273,            0.022856,            0.024211,            0.002699,           0.0075003,           0.0075003,           0.0075003
                 103,            0.029225,            0.041836,           0.0039203,             0.97765,             0.88348,             0.86827,             0.66724,            0.019124,            0.022753,           0.0026979,           0.0074755,           0.0074755,           0.0074755
                 104,            0.029195,            0.043331,           0.0038382,             0.97744,              0.8836,             0.86984,             0.66684,            0.019026,            0.023031,           0.0026586,           0.0074507,           0.0074507,           0.0074507
                 105,            0.028605,            0.042438,           0.0037394,             0.97808,             0.88204,             0.86907,             0.68159,            0.018897,            0.022853,           0.0026787,            0.007426,            0.007426,            0.007426
                 106,            0.029511,            0.042203,           0.0042042,             0.97768,             0.88379,             0.86927,             0.66154,            0.020071,            0.023064,           0.0027001,           0.0074013,           0.0074013,           0.0074013
                 107,            0.028976,            0.042962,           0.0040873,             0.97822,             0.88339,             0.86914,             0.63546,            0.021293,            0.023719,           0.0026219,           0.0073765,           0.0073765,           0.0073765
                 108,            0.028718,            0.042455,           0.0039497,             0.97768,             0.88331,             0.86841,             0.63126,            0.021333,            0.023761,           0.0026141,           0.0073517,           0.0073517,           0.0073517
                 109,            0.028503,            0.042129,           0.0036282,             0.97789,             0.88359,              0.8679,             0.66002,            0.019567,            0.023014,            0.002614,            0.007327,            0.007327,            0.007327
                 110,            0.028197,            0.041931,           0.0038747,             0.97822,             0.88301,             0.86857,             0.62963,             0.02111,            0.023745,           0.0026081,           0.0073023,           0.0073023,           0.0073023
                 111,              0.0286,            0.042493,           0.0037822,             0.97782,             0.88383,             0.86867,             0.67753,            0.018614,            0.022568,           0.0026581,           0.0072775,           0.0072775,           0.0072775
                 112,            0.028578,            0.042753,            0.003886,             0.97778,             0.88371,             0.86867,             0.68291,            0.018586,            0.022592,           0.0026238,           0.0072527,           0.0072527,           0.0072527
                 113,            0.028737,            0.042107,           0.0040315,             0.97765,             0.88297,             0.86903,             0.67539,            0.018781,            0.022645,           0.0026768,            0.007228,            0.007228,            0.007228
                 114,             0.02824,            0.041829,           0.0037464,             0.97792,             0.88335,             0.87114,             0.66588,            0.019218,            0.022853,           0.0025853,           0.0072033,           0.0072033,           0.0072033
                 115,             0.02809,            0.041453,           0.0036483,             0.97793,              0.8835,              0.8702,             0.67988,            0.018455,            0.022452,            0.002625,           0.0071785,           0.0071785,           0.0071785
                 116,             0.02854,            0.041756,            0.003722,             0.97766,             0.88359,             0.87053,             0.66194,            0.019473,             0.02314,           0.0026121,           0.0071538,           0.0071538,           0.0071538
                 117,            0.028436,            0.041759,           0.0037279,             0.97808,             0.88342,             0.86835,             0.65747,             0.01984,            0.023257,           0.0026549,            0.007129,            0.007129,            0.007129
                 118,            0.027712,             0.04131,           0.0036672,             0.97767,             0.88336,             0.86738,             0.65276,            0.019929,            0.023135,           0.0027128,           0.0071042,           0.0071042,           0.0071042
                 119,            0.027984,            0.041243,            0.003897,             0.97769,             0.88359,             0.86812,             0.58464,            0.024521,             0.02497,           0.0025631,           0.0070795,           0.0070795,           0.0070795
                 120,            0.028721,            0.040936,           0.0036299,             0.97761,             0.88319,             0.86753,             0.66068,            0.019608,            0.023274,           0.0026262,           0.0070547,           0.0070547,           0.0070547
                 121,            0.027545,            0.041117,           0.0038238,             0.97822,             0.88232,             0.87023,             0.66456,            0.019355,            0.022853,           0.0025466,             0.00703,             0.00703,             0.00703
                 122,            0.028133,            0.041154,           0.0037047,             0.97746,             0.88305,             0.86935,             0.68504,            0.018413,            0.022512,           0.0025854,           0.0070053,           0.0070053,           0.0070053
                 123,            0.028764,            0.042549,           0.0036936,              0.9773,             0.88354,             0.86977,             0.65998,            0.019621,            0.022994,            0.002553,           0.0069805,           0.0069805,           0.0069805
                 124,            0.027893,            0.040598,            0.003738,             0.97766,             0.88296,             0.86912,             0.65741,            0.019593,            0.022676,           0.0025851,           0.0069558,           0.0069558,           0.0069558
                 125,            0.027523,            0.040993,           0.0037965,             0.97716,             0.88274,             0.86905,             0.65392,            0.020264,            0.023196,            0.002601,            0.006931,            0.006931,            0.006931
                 126,             0.02782,            0.041092,           0.0037495,             0.97775,             0.88384,             0.86788,             0.66054,             0.01924,            0.022902,           0.0026018,           0.0069063,           0.0069063,           0.0069063
                 127,            0.027428,             0.04142,           0.0036696,             0.97803,              0.8831,             0.86788,             0.64188,            0.020543,             0.02332,           0.0025761,           0.0068815,           0.0068815,           0.0068815
                 128,             0.02729,            0.041206,           0.0037029,             0.97791,              0.8835,             0.86823,             0.65893,             0.01944,            0.022754,           0.0025968,           0.0068568,           0.0068568,           0.0068568
                 129,            0.027909,            0.040326,           0.0035811,             0.97805,             0.88352,              0.8705,             0.65249,            0.020127,            0.023087,           0.0026045,            0.006832,            0.006832,            0.006832
                 130,            0.026934,            0.039982,           0.0036545,             0.97793,             0.88356,             0.86884,             0.68008,            0.018461,            0.022347,           0.0024993,           0.0068073,           0.0068073,           0.0068073
                 131,            0.027988,            0.040857,           0.0035463,             0.97786,             0.88356,             0.86821,             0.67454,            0.018535,            0.022492,           0.0024899,           0.0067825,           0.0067825,           0.0067825
                 132,            0.027788,            0.041631,           0.0036572,             0.97766,              0.8836,              0.8693,             0.65638,            0.019709,            0.023031,           0.0025432,           0.0067577,           0.0067577,           0.0067577
                 133,            0.026918,            0.040384,           0.0035949,             0.97787,             0.88335,             0.87033,              0.6863,            0.018299,            0.022313,           0.0025336,            0.006733,            0.006733,            0.006733
                 134,            0.027775,            0.040729,           0.0038423,             0.97764,             0.88349,             0.87023,             0.66095,            0.019195,            0.022749,           0.0025318,           0.0067082,           0.0067082,           0.0067082
                 135,            0.027333,            0.040746,           0.0035912,             0.97772,             0.88361,             0.86925,             0.66925,            0.019014,            0.022632,           0.0025484,           0.0066835,           0.0066835,           0.0066835
                 136,            0.027271,            0.040315,           0.0034326,             0.97817,             0.88335,             0.86955,             0.65713,            0.019273,            0.022471,           0.0026142,           0.0066587,           0.0066587,           0.0066587
                 137,            0.027295,            0.041243,           0.0036637,             0.97772,             0.88359,              0.8697,             0.65479,            0.019581,            0.022946,           0.0025265,            0.006634,            0.006634,            0.006634
                 138,             0.02712,            0.041269,           0.0033688,              0.9781,             0.88262,             0.86783,             0.67912,            0.018206,            0.022197,           0.0025846,           0.0066092,           0.0066092,           0.0066092
                 139,            0.027306,            0.041059,           0.0034137,             0.97743,             0.88339,             0.86864,             0.65549,            0.019559,            0.022699,             0.00255,           0.0065845,           0.0065845,           0.0065845
                 140,            0.026699,            0.039051,           0.0035114,             0.97756,             0.88321,               0.869,             0.67037,            0.018925,            0.022507,            0.002483,           0.0065598,           0.0065598,           0.0065598
                 141,            0.026345,            0.039301,           0.0035448,             0.97787,             0.88308,             0.86776,             0.64942,            0.020077,            0.022901,           0.0025107,            0.006535,            0.006535,            0.006535
                 142,            0.027101,            0.040718,           0.0034602,             0.97793,             0.88291,             0.86835,             0.66451,            0.019025,            0.022413,           0.0025291,           0.0065102,           0.0065102,           0.0065102
                 143,            0.027144,            0.040044,           0.0035342,             0.97782,             0.88289,             0.86877,             0.68406,            0.018008,            0.022066,           0.0024938,           0.0064855,           0.0064855,           0.0064855
                 144,             0.02677,             0.03991,           0.0034756,             0.97794,             0.88305,             0.86883,             0.67763,            0.018482,             0.02222,           0.0024769,           0.0064608,           0.0064608,           0.0064608
                 145,            0.027116,            0.039408,           0.0033176,             0.97782,             0.88339,             0.86925,             0.65764,            0.019619,            0.022642,           0.0024874,            0.006436,            0.006436,            0.006436
                 146,            0.026429,            0.039081,           0.0033639,             0.97765,             0.88359,             0.86856,             0.65892,            0.019083,            0.022611,           0.0025217,           0.0064112,           0.0064112,           0.0064112
                 147,            0.027087,            0.041379,           0.0033171,             0.97745,             0.88363,             0.86901,             0.68121,            0.018187,            0.022202,           0.0025149,           0.0063865,           0.0063865,           0.0063865
                 148,            0.026527,            0.040449,           0.0034289,             0.97733,             0.88384,             0.86984,             0.67398,            0.018555,            0.022273,           0.0024663,           0.0063618,           0.0063618,           0.0063618
                 149,            0.026737,            0.040445,           0.0033917,             0.97764,              0.8833,             0.86951,             0.67995,            0.018274,            0.022203,           0.0025169,            0.006337,            0.006337,            0.006337
                 150,            0.026833,            0.040558,            0.003536,             0.97826,             0.88342,             0.86954,             0.67163,            0.018752,            0.022654,           0.0024682,           0.0063122,           0.0063122,           0.0063122
                 151,            0.027614,            0.040172,           0.0035185,             0.97779,             0.88355,             0.86999,             0.67144,            0.018674,            0.022473,           0.0024862,           0.0062875,           0.0062875,           0.0062875
                 152,            0.026145,            0.040134,           0.0034475,             0.97808,             0.88337,             0.86954,             0.69083,            0.017755,            0.022109,            0.002522,           0.0062628,           0.0062628,           0.0062628
                 153,            0.026513,            0.040374,           0.0034661,             0.97798,             0.88312,              0.8697,              0.6701,            0.018755,            0.022432,           0.0025559,            0.006238,            0.006238,            0.006238
                 154,             0.02655,            0.040008,             0.00369,             0.97808,             0.88378,             0.86891,             0.65754,            0.019473,            0.022723,           0.0024951,           0.0062132,           0.0062132,           0.0062132
                 155,            0.026539,            0.039293,           0.0032889,             0.97788,             0.88384,             0.86913,             0.66636,            0.018977,            0.022631,           0.0024704,           0.0061885,           0.0061885,           0.0061885
                 156,            0.026356,            0.040015,           0.0035493,             0.97784,             0.88257,             0.87068,              0.6863,            0.018109,            0.022123,           0.0025164,           0.0061637,           0.0061637,           0.0061637
                 157,            0.026109,             0.03894,           0.0033441,             0.97779,             0.88292,             0.87085,             0.66643,            0.019065,             0.02267,           0.0024736,            0.006139,            0.006139,            0.006139
                 158,            0.026947,            0.041201,           0.0035602,             0.97798,             0.88304,             0.87022,             0.67162,             0.01881,            0.022661,           0.0024379,           0.0061142,           0.0061142,           0.0061142
                 159,            0.026547,            0.039624,           0.0033557,             0.97768,             0.88321,             0.86944,             0.66051,            0.019267,             0.02251,           0.0024987,           0.0060895,           0.0060895,           0.0060895
